title.x;issn.x;issn2.x;is_ajol;is_crossref;is_dimensions;is_scopus;is_wos;is_ulrich;language1;language2;language3;language
south african journal of african languages;2305-1159;0257-2117;1;1;1;0;0;0;NA;NA;Southern sotho;Southern sotho
south african journal of african languages;2305-1159;0257-2117;1;1;1;0;0;0;NA;NA;Northern sotho;Northern sotho
south african journal of african languages;2305-1159;0257-2117;1;1;1;0;0;0;NA;NA;Xhosa;Xhosa
south african journal of african languages;2305-1159;0257-2117;1;1;1;0;0;0;NA;NA;Tsonga;Tsonga
south african journal of african languages;2305-1159;0257-2117;1;1;1;0;0;0;NA;NA;Ndebele;Ndebele
security and communication networks;1939-0114;1939-0122;0;1;1;1;0;0;NA;NA;NA;NA
shock and vibration;1875-9203;1070-9622;0;1;1;1;0;0;NA;NA;English;English
egyptian journal of geriatrics and gerontology;2356-8712;2536-9792;0;1;1;0;0;1;NA;NA;NA;NA
international journal of home economics hospitality and allied research;2971-5121;NA;0;0;0;0;0;1;NA;NA;NA;NA
advanced pharmacy research;2357-0547;2357-0539;0;1;1;0;0;1;NA;NA;NA;NA
annals of neonatology journal;2636-3569;NA;0;1;1;0;0;1;NA;NA;NA;NA
international journal of financial studies economics and management;2820-6967;NA;0;0;0;0;0;1;NA;NA;NA;NA
journal of underutilised crops research;2958-0994;NA;0;0;0;0;0;1;NA;NA;NA;NA
journal of applied neurosciences;2958-0951;NA;0;0;0;0;0;1;NA;NA;NA;NA
east african journal of neurological sciences;2957-4315;2957-4323;0;0;0;0;0;1;NA;NA;NA;NA
afroegyptian journal of infectious and endemic diseases;2090-7184;2090-7613;0;0;0;0;0;1;NA;NA;NA;NA
ethiopian journal of health and biomedical sciences;2790-3087;2070-6898;0;0;0;0;0;1;NA;NA;NA;NA
advances in computing and engineering;2735-5977;2735-5985;0;1;1;0;0;1;NA;NA;NA;NA
zagazig nursing journal;2090-6110;NA;0;1;1;0;0;1;NA;NA;NA;NA
egyptian journal of agricultural research;1110-6336;2812-4936;0;1;1;0;0;1;NA;NA;NA;NA
transcultural journal of humanities and social sciences;2636-4247;2636-4239;0;1;1;0;0;1;NA;NA;NA;NA
egyptian journal of plant breeding;1110-7863;2735-3885;0;1;1;0;0;1;NA;NA;NA;NA
the egyptian journal of language engineering;2356-8208;2356-8216;0;1;1;0;0;1;NA;NA;NA;NA
kafrelsheikh veterinary medical journal;1687-1456;2682-2954;0;1;1;0;0;1;NA;NA;NA;NA
fayoum university medical journal;2536-9482;2536-9474;0;1;1;0;0;1;NA;NA;NA;NA
the egyptian journal of forensic sciences and applied toxicology;1687-0875;2535-1915;0;1;1;0;0;1;NA;NA;NA;NA
journal of vocational adult and continuing education and training;2663-3639;2663-3647;0;1;1;0;0;1;NA;NA;NA;NA
trakya universitesi iktisadi ve idari bilimler fakultesi edergi;2147-2483;NA;0;0;0;0;0;1;NA;NA;NA;NA
social work;2312-7198;0037-8054;0;1;1;1;1;1;Afrikaans;NA;NA;Afrikaans
social work;2312-7198;0037-8054;0;1;1;1;1;1;NA;NA;NA;NA
social work;2312-7198;0037-8054;0;1;1;1;1;1;English;NA;NA;English
nigerian academy of science proceedings;2705-327X;0794-7976;0;0;0;0;0;1;NA;NA;NA;NA
fountain journal of natural and applied sciences;2350-1863;2354-337X;0;1;1;0;0;1;NA;NA;NA;NA
magallat buhut altarbiyyat alriyadiyyat;1110-3760;2735-5020;0;1;1;0;0;1;NA;NA;NA;NA
magallat albihut alfiqhiyyat wa alqanuniyyat;1110-3779;2636-2805;0;1;1;0;0;1;NA;NA;NA;NA
revue meditations litteraires;2737-8462;2658-9451;0;0;0;0;0;1;NA;NA;NA;NA
magallat kulliyyat aladab gamiat bursaid;2682-3551;2356-6493;0;1;1;0;0;1;NA;NA;NA;NA
international journal of basic science and technology;2488-8648;NA;0;0;0;0;0;1;English;NA;NA;English
mediterranean journal of modeling and simulation;2335-1357;NA;0;0;0;0;0;1;Multiple languages;NA;NA;Multi-Language
mara research journal of humanities social sciences;2519-1489;NA;0;0;0;0;0;1;English;NA;NA;English
mara research journal of business management;2519-1381;NA;0;0;0;0;0;1;English;NA;NA;English
south african journal of agricultural extension;2413-3221;NA;1;1;1;0;0;0;NA;NA;English;English
sanaa;2507-7775;NA;0;0;0;0;0;1;English;NA;NA;English
absu journal of environment science and technology;2504-8716;NA;0;0;0;0;0;1;English;NA;NA;English
south african journal of animal science;2221-4062;0375-1589;1;1;1;1;1;1;English;English;NA;English
south african journal of animal science;2221-4062;0375-1589;1;1;1;1;1;1;English;Multi-Language;NA;Multi-Languages
interdisciplinary journal of african and asian studies;2504-8694;NA;0;0;0;0;0;1;English;NA;NA;English
bayero international journal of islamic finance;2504-9798;NA;0;0;0;0;0;1;English;NA;NA;English
international journal of science and applied research;2504-9070;NA;0;0;0;0;0;1;English;NA;NA;English
journal of hippocratic medicus;2504-9224;2408-6193;0;0;0;0;0;1;English;NA;NA;English
sotl in the south;2523-1154;NA;0;0;0;1;0;1;English;NA;NA;English
african journal of computing and information systems;2519-5875;NA;0;0;0;0;0;1;English;NA;NA;English
international journal of innovations business and management;2519-5018;NA;0;0;0;0;0;1;English;NA;NA;English
south african computer journal online;2313-7835;NA;0;0;0;1;0;1;English;NA;NA;English
african journal of built environment research;2414-0236;NA;0;1;1;0;0;1;English;NA;NA;English
south african journal of bioethics and law;1999-7639;NA;1;1;1;1;1;1;English;English;NA;English
south african journal of chemistry;1996-840X;NA;1;1;1;0;1;1;NA;NA;NA;NA
apt journal of multidisciplinary research;2408-7866;NA;0;0;0;0;0;1;English;NA;NA;English
dama international journal of researchers;2343-6743;NA;0;0;0;0;0;1;English;NA;NA;English
ejournal of religious and theological studies;2458-7338;NA;0;1;1;0;0;1;English;NA;NA;English
international journal of advanced computer technology and management;2343-662X;NA;0;0;0;0;0;1;English;NA;NA;English
journal of applied sciences arts and theology;2508-1160;NA;0;0;0;0;0;1;English;NA;NA;English
lancaster university ghana law journal;2467-8899;NA;0;0;0;0;0;1;English;NA;NA;English
postgraduate medical journal of ghana;2026-6790;2343-6921;0;0;0;0;0;1;English;NA;NA;English
uds international journal of development;2026-5336;NA;0;1;1;0;0;1;English;NA;NA;English
achievers journal of scientific research;2505-0141;NA;0;0;0;0;0;1;English;NA;NA;English
african journal of science and nature;2536-6904;NA;0;1;1;0;0;1;English;NA;NA;English
south african journal of child health;1999-7671;1994-3032;1;1;1;0;1;1;English;English;NA;English
journal of agricultural science and practice;2536-7072;NA;0;1;1;0;0;1;English;NA;NA;English
journal of animal science and veterinary medicine;2536-7099;NA;0;1;1;0;0;1;English;NA;NA;English
journal of bioscience and biotechnology discovery;2536-7064;NA;0;1;1;0;0;1;English;NA;NA;English
south african journal of education;0256-0100;2076-3433;1;1;1;1;1;1;NA;English;NA;English
south african journal of higher education;1011-3487;1753-5913;0;1;1;0;1;1;English;English;NA;English
al azhar journal of pediatrics;1110-7774;NA;0;0;1;0;0;1;English;NA;NA;English
alexandria journal of veterinary sciences;1110-2047;2536-9520;0;1;1;0;0;1;English;NA;NA;English
south african journal of geomatics;2225-8531;NA;1;1;1;0;1;0;NA;English;NA;English
arab universities journal of agricultural sciences;1110-2675;2636-3585;0;1;1;0;0;1;English;NA;NA;English
south african journal of business management;2078-5976;2078-5585;0;1;1;1;1;1;NA;English;NA;English
acta academica;2415-0479;0587-2405;0;1;1;0;0;1;Afrikaans;NA;NA;Afrikaans
acta academica;2415-0479;0587-2405;0;1;1;0;0;1;English;NA;NA;English
cairo university faculty of pharmacy bulletin;1110-0931;2090-9101;0;1;1;0;0;1;NA;NA;NA;NA
assiut university journal of chemistry;1687-4919;NA;0;0;0;0;0;1;English;NA;NA;English
south african journal of information management;1560-683X;2078-1865;0;0;1;0;1;1;English;English;NA;English
south african journal of obstetrics and gynaecology;0038-2329;2305-8862;1;1;1;0;1;1;English;English;NA;English
the egyptian journal of agronematology;1110-6158;2735-4989;0;1;0;0;0;1;English;NA;NA;English
south african journal of enology and viticulture;0253-939X;2224-7904;0;0;1;1;1;1;English;English;NA;English
ethiope research;1595-6180;NA;0;0;0;0;0;1;English;NA;NA;English
south african journal of international affairssajia;1022-0461;1938-0275;0;1;1;0;1;0;NA;English;NA;English
south african journal of libraries and information science;2304-8263;0256-8861;0;1;1;0;1;1;NA;English;NA;English
the south african radiographer;0258-0241;2224-8900;0;0;1;0;0;1;English;NA;NA;English
south african journal of geology;1996-8590;NA;0;1;1;1;1;1;NA;English;NA;English
journal of petroleum and mining engineering;1110-6506;2682-3292;0;1;1;0;0;1;English;NA;NA;English
menoufia medical journal;1110-2098;2314-6788;0;1;1;0;0;1;Arabic;NA;NA;Arabic
menoufia medical journal;1110-2098;2314-6788;0;1;1;0;0;1;NA;NA;NA;NA
menoufia medical journal;1110-2098;2314-6788;0;1;1;0;0;1;English;NA;NA;English
high institute of public health journal;2357-0601;2357-061X;0;1;1;0;0;1;English;NA;NA;English
the egyptian journal of psychiatry;1110-1105;2090-2425;0;1;1;0;0;1;Arabic;NA;NA;Arabic
the egyptian journal of psychiatry;1110-1105;2090-2425;0;1;1;0;0;1;NA;NA;NA;NA
the egyptian journal of psychiatry;1110-1105;2090-2425;0;1;1;0;0;1;English;NA;NA;English
south african journal of marine sciencesuidafrikaanse tydskrif vir seewet;0257-7615;NA;0;1;1;0;1;0;NA;English;NA;English
south african journal of marine sciencesuidafrikaanse tydskrif vir seewetenskap;0257-7615;NA;0;1;1;0;1;0;NA;English;NA;English
south african journal of psychiatry;1608-9685;2078-6786;1;1;1;1;1;1;English;English;NA;English
south african journal of philosophy;0258-0136;2073-4867;0;1;1;0;1;0;NA;Multi-Language;NA;Multi-Language
south african journal of physiotherapy;0379-6175;2410-8219;0;1;1;0;1;1;English;English;NA;English
the south african journal of diabetes and vascular disease;1811-6515;NA;0;0;0;0;0;1;English;NA;NA;English
west african journal of nursing;1117-9686;NA;0;0;0;0;0;1;English;NA;NA;English
south african journal of radiology;1027-202X;2078-6778;1;1;1;1;1;1;English;English;NA;English
moor journal of agricultural research;1595-4153;NA;0;1;1;0;0;1;English;NA;NA;English
elite research journal of education and review;2384-5619;NA;0;0;0;0;0;1;NA;NA;NA;NA
south african journal of industrial engineering;1012-277X;2224-7890;0;1;1;1;1;1;English;English;NA;English
gazette of medicine;2384-6283;NA;0;0;0;0;0;1;NA;NA;NA;NA
international journal of infectious and tropical diseases;2384-6607;2384-6585;0;1;1;0;0;1;NA;NA;NA;NA
journal of engineering and applied scientific research;2384-6569;NA;0;0;0;0;0;1;NA;NA;NA;NA
journal of geospatial science and techology;2408-6517;NA;0;0;1;0;0;1;NA;NA;NA;NA
kano journal of educational studies;2408-6525;NA;0;0;0;0;0;1;NA;NA;NA;NA
nursing world nigeria journal;2408-588X;NA;0;0;0;0;0;1;NA;NA;NA;NA
gender questions;2309-9704;2412-8457;0;1;1;0;0;1;English;NA;NA;English
bayero journal of engineering and technology;2449-0539;NA;0;0;0;0;0;1;English;NA;NA;English
ilorin journal of economic policy;2449-0512;NA;0;0;0;0;0;1;English;NA;NA;English
journal of capital development in behavioural sciences;2449-0679;NA;0;0;0;0;0;1;English;NA;NA;English
journal of current issues in nigerian law;2449-0350;NA;0;0;0;0;0;1;English;NA;NA;English
niger delta journal of religious studies;2449-044X;NA;0;0;0;0;0;1;English;NA;NA;English
journal of environmental sustainability advancement research;2409-966X;NA;0;0;0;0;0;1;English;NA;NA;English
journal of gender agriculture and food security;2413-922X;NA;0;0;0;0;0;1;English;NA;NA;English
jocmas;2026-5131;NA;0;0;0;0;0;1;English;NA;NA;English
alhikmah journal of history and international relations;2465-7336;NA;0;0;0;0;0;1;English;NA;NA;English
bayero journal of social sciences and administration;2465-7506;NA;0;0;0;0;0;1;English;NA;NA;English
ilorin journal of marketing;2465-7417;NA;0;0;0;0;0;1;English;NA;NA;English
journal of education and human development;2465-7468;NA;0;1;1;0;0;1;English;NA;NA;English
south african journal of science;1996-7489;NA;1;1;1;0;1;1;NA;English;NA;English
south african journal of science;1996-7489;NA;1;1;1;0;1;1;NA;Multi-Language;NA;Multi-Language
international journal of management and scientific research;2458-732X;NA;0;0;0;0;0;1;English;NA;NA;English
phytochem biosub journal;2170-1768;NA;0;0;0;0;0;1;Multiple languages;NA;NA;Multi-Language
advances in scientific research and impact;2476-8367;NA;0;0;0;0;0;1;English;NA;NA;English
agricultural and bionutritional research;2476-7913;NA;0;0;0;0;0;1;English;NA;NA;English
biosciences research in todays world;2476-7905;NA;0;0;0;0;0;1;English;NA;NA;English
funai journal of humanities and social sciences;2476-7883;2476-7891;0;0;0;0;0;1;English;NA;NA;English
international journal of media security and development;2476-7808;2476-7794;0;0;0;0;0;1;English;NA;NA;English
journal of environmental toxicology and public health;2476-7948;NA;0;0;0;0;0;1;English;NA;NA;English
ethiopian medical journal;2415-2420;0014-1755;0;0;1;0;0;1;English;NA;NA;English
african journal of farm and agribusiness management;2415-0428;NA;0;0;0;0;0;1;English;NA;NA;English
african journal of education and social sciences;2415-0770;NA;0;0;0;0;0;1;English;NA;NA;English
south african journal of sports medicine;1015-5163;2078-516X;1;1;1;0;0;1;English;NA;NA;English
current issues in african tourism research;2518-0363;NA;0;0;0;0;0;1;English;NA;NA;English
international academic journal of economics and finance;2518-2366;NA;0;0;0;0;0;1;English;NA;NA;English
international academic journal of human resource and business administration;2518-2374;NA;0;0;0;0;0;1;English;NA;NA;English
international academic journal of information systems and technology;2518-2390;NA;0;0;0;0;0;1;English;NA;NA;English
international academic journal of innovation leadership and entrepreneurship;2518-2382;NA;0;0;0;0;0;1;English;NA;NA;English
international academic journal of procurement and supply chain management;2518-2404;NA;0;0;0;0;0;1;English;NA;NA;English
international academic journal of social sciences and education;2518-2412;NA;0;0;0;0;0;1;English;NA;NA;English
sospoly journal of science and agriculture;2536-7161;NA;0;0;0;0;0;1;English;NA;NA;English
umudike journal of engineering and technology;2536-7404;2545-5257;0;1;1;0;0;1;English;NA;NA;English
arid zone journal of engineering technology and environment;1596-2644;2545-5818;0;0;0;0;0;1;English;NA;NA;English
agrobiologia;2170-1652;2507-7627;0;0;1;0;0;1;French;NA;NA;French
agrobiologia;2170-1652;2507-7627;0;0;1;0;0;1;NA;NA;NA;NA
agrobiologia;2170-1652;2507-7627;0;0;1;0;0;1;English;NA;NA;English
journal of nutrition and dietetics;2415-5195;NA;0;1;1;0;0;1;English;NA;NA;English
journal of arts and social sciences;2590-4361;NA;0;0;0;0;0;1;English;NA;NA;English
academic web journal of agricultural research;2545-4994;NA;0;0;0;0;0;1;English;NA;NA;English
cach journal of humanities and cultural studies;2545-5540;NA;0;0;0;0;0;1;English;NA;NA;English
international journal of academy of engineering research and theory;2545-5931;NA;0;0;0;0;0;1;English;NA;NA;English
international journal of advanced structural and robotic engineering;2545-5656;NA;0;0;0;0;0;1;English;NA;NA;English
journal of engineering and applied disciplines;2545-5222;NA;0;0;0;0;0;1;English;NA;NA;English
journal of research in science education;2545-5788;NA;0;1;1;0;0;1;English;NA;NA;English
lajast engineering science and technology;2545-5583;NA;0;0;0;0;0;1;English;NA;NA;English
lajast environmental sciences;2545-5605;NA;0;0;0;0;0;1;English;NA;NA;English
lajast humanities and social sciences;2545-5591;NA;0;0;0;0;0;1;English;NA;NA;English
preorc journal of arts and humanities;2545-532X;NA;0;0;0;0;0;1;English;NA;NA;English
african journal of health information systems;2415-5268;NA;0;0;0;0;0;1;English;NA;NA;English
international journal of applied computer sciences;2522-6258;NA;0;0;0;0;0;1;English;NA;NA;English
journal of research in open distance and elearning;2522-6134;NA;0;0;1;0;0;1;Spanish;NA;NA;Spanish
journal of research in open distance and elearning;2522-6134;NA;0;0;1;0;0;1;NA;NA;NA;NA
journal of research in open distance and elearning;2522-6134;NA;0;0;1;0;0;1;French;NA;NA;French
journal of research in open distance and elearning;2522-6134;NA;0;0;1;0;0;1;English;NA;NA;English
south african journal of surgery;2078-5151;0038-2361;1;1;1;1;1;1;Afrikaans;Multi-Language;NA;Multi-Language
south african journal of surgery;2078-5151;0038-2361;1;1;1;1;1;1;Afrikaans;English;NA;Multi-Language
south african journal of surgery;2078-5151;0038-2361;1;1;1;1;1;1;NA;Multi-Language;NA;Multi-Language
south african journal of surgery;2078-5151;0038-2361;1;1;1;1;1;1;NA;English;NA;English
south african journal of surgery;2078-5151;0038-2361;1;1;1;1;1;1;English;Multi-Language;NA;Multi-Language
south african journal of surgery;2078-5151;0038-2361;1;1;1;1;1;1;English;English;NA;English
journal of physical science and environmental studies;2467-8716;NA;0;1;1;0;0;1;English;NA;NA;English
south african music studies;2223-635X;NA;1;1;1;0;0;1;English;NA;NA;English
point journal of medicine and medical science research;2467-8813;NA;0;0;0;0;0;1;English;NA;NA;English
south sudan medical journal;2309-4605;2309-4613;1;1;1;0;0;1;English;NA;NA;English
journal of physical science and environmental safety;2476-8588;NA;0;0;0;0;0;1;English;NA;NA;English
life sciences research protocols and methods;2476-793X;NA;0;0;0;0;0;1;English;NA;NA;English
molecular biology research and innovations;2476-7956;NA;0;0;0;0;0;1;English;NA;NA;English
point journal of humanities and social sciences;2476-8022;NA;0;0;0;0;0;1;English;NA;NA;English
point journal of botany and microbiological research;2476-7999;NA;0;0;0;0;0;1;English;NA;NA;English
point journal of business and economic management;2476-8014;NA;0;0;0;0;0;1;English;NA;NA;English
point journal of educational research and behavioral sciences;2476-8006;NA;0;0;0;0;0;1;English;NA;NA;English
trends in industrial biotechnology research;2476-7964;NA;0;0;0;0;0;1;English;NA;NA;English
world journal of biomedicine and pharmaceutical sciences;2476-7972;NA;0;0;0;0;0;1;English;NA;NA;English
world journal of marine biology research;2476-7980;NA;0;0;0;0;0;1;English;NA;NA;English
alternatives rurales;2421-8928;2421-9037;0;0;0;0;0;1;French;NA;NA;French
south african journal of psychology;0081-2463;2078-208X;0;1;1;0;1;0;NA;English;NA;English
kulambela;2518-4466;NA;0;0;0;0;0;1;Portuguese;NA;NA;Portuguese
dzimbahwe journal of multidisciplinary research;2518-4334;NA;0;0;0;0;0;1;NA;NA;NA;NA
southern african business review online;1998-8125;NA;1;0;0;0;1;1;English;English;NA;English
business social science journal;2518-4598;2518-4555;0;1;1;0;0;1;English;NA;NA;English
southern african journal of anaesthesia and analgesia;2220-1181;2220-1173;1;1;1;0;1;1;English;English;NA;English
journal of technology and socioeconomic development;2223-9227;2616-9614;0;0;0;0;0;1;English;NA;NA;English
global health innovation;2617-1155;NA;0;1;1;0;0;1;English;NA;NA;English
international journal of irrigation and agricultural development;2616-1508;NA;0;0;0;0;0;1;English;NA;NA;English
international journal of financial management and reporting analysis;1694-3139;1694-366X;0;0;0;0;0;1;English;NA;NA;English
journal of indian ocean rim studies;1694-3317;NA;0;0;0;0;0;1;English;NA;NA;English
insaniyat;1111-2050;2253-0738;0;1;1;0;0;1;French;NA;NA;French
international journal of social and development concerns;2524-1478;NA;0;0;0;0;0;1;English;NA;NA;English
southern african journal of environmental education;0256-7504;2411-5959;1;1;1;0;0;1;English;NA;NA;English
journal of interdisciplinary academic research;2617-2968;2617-2976;0;1;1;0;0;1;NA;NA;NA;NA
african journal of psychological assessment;2617-2798;NA;0;1;1;0;0;1;English;NA;NA;English
zagazig university medical journal;2357-0717;1110-1431;0;1;1;0;0;1;English;NA;NA;English
the egyptian journal of medical sciences;NA;1110-0540;0;0;0;0;0;1;English;NA;NA;English
south african law journal;NA;0038-2388;0;1;1;1;0;0;English;NA;English;English
southern african journal of hiv medicine;1608-9693;2078-6751;1;1;1;1;1;1;English;English;NA;English
southern african humanities;1681-5564;2305-2791;0;0;0;1;1;1;French;English;NA;Multi-Language
southern african humanities;1681-5564;2305-2791;0;0;0;1;1;1;NA;English;NA;English
southern african humanities;1681-5564;2305-2791;0;0;0;1;1;1;German;English;NA;Multi-Language
southern african humanities;1681-5564;2305-2791;0;0;0;1;1;1;English;English;NA;English
south african journal on human rights;0258-7203;1996-2126;0;1;1;0;1;0;NA;English;NA;English
eubios journal of asian and international bioethics;2350-3106;NA;0;0;0;0;0;1;English;NA;NA;English
unisa latin american report;0256-6060;NA;0;1;1;0;0;1;English;NA;NA;English
afrika zamani;NA;NA;0;0;0;0;0;1;NA;NA;NA;NA
southern african linguistics and applied language studies;1607-3614;1727-9461;1;1;1;0;1;1;NA;English;NA;English
phelsuma;1026-5023;NA;0;0;0;0;0;1;English;NA;NA;English
southern forests;2070-2639;2070-2620;1;0;0;0;1;1;English;English;NA;English
stellenbosch papers in linguistics;1027-3417;2223-9936;1;1;1;0;0;1;English;NA;NA;English
mine ventilation society of south africa journal;NA;0368-3206;0;0;0;0;0;1;English;NA;NA;English
south african museums association bulletin;NA;0258-5049;0;0;0;0;1;1;NA;English;NA;English
south african review of sociology;2152-8586;2072-1978;0;1;1;0;1;0;NA;English;NA;English
psychopathologie africaine;NA;0033-314X;0;0;0;0;0;1;NA;NA;NA;NA
south african statistical journal;1996-8450;0038-271X;0;1;1;0;1;1;Afrikaans;English;NA;Multi-Language
south african statistical journal;1996-8450;0038-271X;0;1;1;0;1;1;Afrikaans;NA;NA;Afrikaans
south african statistical journal;1996-8450;0038-271X;0;1;1;0;1;1;NA;English;NA;English
south african statistical journal;1996-8450;0038-271X;0;1;1;0;1;1;NA;NA;NA;NA
south african statistical journal;1996-8450;0038-271X;0;1;1;0;1;1;English;English;NA;English
south african statistical journal;1996-8450;0038-271X;0;1;1;0;1;1;English;NA;NA;English
aicmar bulletin;1684-1476;NA;0;0;0;0;0;1;English;NA;NA;English
arab media society;1687-7721;NA;0;0;0;0;0;1;English;NA;NA;English
journal of pain sa;1998-2062;NA;0;0;0;0;0;1;English;NA;NA;English
south african veterinary association journal;2224-9435;1019-9128;0;0;0;0;1;1;English;NA;NA;English
stellenbosch papers in linguistics plus;2224-3380;NA;1;1;1;1;1;0;NA;NA;NA;NA
sudan journal of medical sciences;1858-5051;NA;1;1;1;0;0;0;NA;NA;English;English
legon journal of sociology;0855-6261;NA;0;0;0;0;0;1;English;NA;NA;English
suidafrikaanse tydskrif vir navorsing in sport liggaamlike opvoedkunde en ontspanning;0379-9069;NA;1;0;1;1;1;1;Afrikaans;English;NA;Multi-Language
suidafrikaanse tydskrif vir navorsing in sport liggaamlike opvoedkunde en ontspanning;0379-9069;NA;1;0;1;1;1;1;NA;English;NA;English
suidafrikaanse tydskrif vir navorsing in sport liggaamlike opvoedkunde en ontspanning;0379-9069;NA;1;0;1;1;1;1;English;English;NA;English
zagazig journal of occupational health and safety;1687-8671;NA;0;1;1;0;0;1;Egyptian;NA;NA;Arabic
egyptian academic journal of biological sciences a entomology;1687-8809;2090-0813;0;1;1;0;0;1;English;NA;NA;English
tanta medical sciences journal;1687-5788;1687-7918;0;0;0;0;0;1;English;NA;NA;English
national drug information journal;0855-6059;NA;0;0;0;0;0;1;English;NA;NA;English
journal of international politics and development;1597-3522;NA;0;0;0;0;0;1;English;NA;NA;English
egyptian dermatology online journal;1687-3831;NA;0;1;1;0;0;1;English;NA;NA;English
edo journal of counselling;2006-7593;NA;0;1;1;0;0;1;English;NA;NA;English
synthese;2352-9717;1111-4924;1;1;1;0;0;1;French;NA;NA;French
niger delta biologia;1118-8731;NA;0;0;0;0;0;1;English;NA;NA;English
ghanaian journal of economics;2309-8945;NA;0;0;0;0;0;1;English;NA;NA;English
transdisciplinary ejournal;2312-7147;NA;0;0;0;0;0;1;English;NA;NA;English
applied animal husbandry rural development;2312-8747;NA;0;0;0;0;0;1;English;NA;NA;English
revue des sciences sociales et humaines;2170-1121;NA;0;0;0;0;0;1;NA;NA;NA;NA
algerian business performance review;1938-2170;NA;0;0;1;0;0;1;NA;NA;NA;NA
psychological educational studies;1112-9263;NA;0;0;1;0;0;1;NA;NA;NA;NA
kaduna journal of sociology;2360-7734;NA;0;0;0;0;0;1;English;NA;NA;English
ethiopian renaissance journal of social sciences and the humanities;2409-6377;2409-6385;0;0;0;0;0;1;English;NA;NA;English
ethiopian renaissance journal of social sciences and the humanities;2409-6377;2409-6385;0;0;0;0;0;1;NA;NA;NA;NA
ethiopian renaissance journal of social sciences and the humanities;2409-6377;2409-6385;0;0;0;0;0;1;Amharic;NA;NA;Amharic
international journal of african and asian studies;NA;2409-6938;0;1;0;0;0;1;English;NA;NA;English
african journal of transformational scholarship;1821-9683;NA;0;0;0;0;0;1;English;NA;NA;English
east african journal of research;1821-9551;NA;0;0;0;0;0;1;English;NA;NA;English
tanzania journal of agricultural sciences;1821-9144;NA;0;0;0;0;0;1;English;NA;NA;English
international journal of chemical material and environmental research;2410-5945;NA;0;0;0;0;0;1;English;NA;NA;English
general health and medical sciences;2409-9856;NA;0;0;0;0;0;1;English;NA;NA;English
general scientific researches;2409-9872;NA;0;1;1;0;0;1;English;NA;NA;English
hekima review;1019-6188;2410-0234;0;0;0;0;0;1;English;NA;NA;English
elite research journals of clinical pharmacy medicine and medical sciences;2384-8014;NA;0;0;0;0;0;1;English;NA;NA;English
wyno academic journal of social science;2384-7808;NA;0;0;0;0;0;1;English;NA;NA;English
tanzania dental journal;0856-0625;NA;1;1;1;0;0;0;NA;NA;English;English
ilorin journal of accounting;2408-5375;NA;0;0;0;0;0;1;English;NA;NA;English
ilorin journal of science;2408-4816;NA;0;0;0;0;0;1;English;NA;NA;English
nials journal of business law;2408-4921;NA;0;0;0;0;0;1;English;NA;NA;English
pencil publication of agricultural sciences;2408-5545;NA;0;0;0;0;0;1;English;NA;NA;English
pencil publication of biological science;2408-5529;NA;0;0;0;0;0;1;English;NA;NA;English
pencil publication of medical and pharmaceutical sciences;2408-5553;NA;0;0;0;0;0;1;English;NA;NA;English
unilag journal of humanities;2408-5006;NA;0;0;0;0;0;1;English;NA;NA;English
unilag journal of medicine science and technology;2408-5022;NA;0;0;0;0;0;1;English;NA;NA;English
linguistic association of nigeria journal;0189-5680;2488-9709;0;0;0;0;0;1;English;NA;NA;English
media and communication review;2489-0014;NA;0;0;0;0;0;1;English;NA;NA;English
nigerian journal of health and allied research;2488-8710;NA;0;0;0;0;0;1;English;NA;NA;English
nile journal of business and economics;2488-9571;NA;0;1;1;0;0;1;English;NA;NA;English
uzu;2488-9946;NA;0;0;0;0;0;1;English;NA;NA;English
south african dental journal;2519-0105;1029-4864;0;1;1;0;0;1;NA;NA;NA;NA
journal of management and business administration;2519-0016;NA;0;0;0;0;0;1;English;NA;NA;English
mara research journal of information science and technology;2518-8844;NA;0;0;0;0;0;1;English;NA;NA;English
nuclear sciences scientific journal;2314-5609;NA;0;1;1;0;0;1;English;NA;NA;English
the journal of quality in education;2028-1897;NA;0;1;1;0;0;1;French;NA;NA;French
the journal of quality in education;2028-1897;NA;0;1;1;0;0;1;NA;NA;NA;NA
the journal of quality in education;2028-1897;NA;0;1;1;0;0;1;English;NA;NA;English
tanzania journal of development studies;0856-9622;2591-6831;1;1;1;0;0;0;English;NA;English;English
tanzania journal of engineering and technology;1821-536X;NA;1;1;1;0;0;0;English;NA;English;English
journal of economic sciences management and commercial sciences;1112-8984;2602-5140;0;0;1;0;0;1;French;NA;NA;French
journal of economic sciences management and commercial sciences;1112-8984;2602-5140;0;0;1;0;0;1;NA;NA;NA;NA
journal of economic sciences management and commercial sciences;1112-8984;2602-5140;0;0;1;0;0;1;Arabic;NA;NA;Arabic
journal of economic sciences management and commercial sciences;1112-8984;2602-5140;0;0;1;0;0;1;English;NA;NA;English
african journal of biological sciences;2663-2187;NA;0;1;1;0;0;1;English;NA;NA;English
altaqat alsamsiyyat waaltanmiyyat almustadamat;2411-9636;NA;0;1;1;0;0;1;Arabic;NA;NA;Arabic
altaqat alsamsiyyat waaltanmiyyat almustadamat;2411-9636;NA;0;1;1;0;0;1;NA;NA;NA;NA
altaqat alsamsiyyat waaltanmiyyat almustadamat;2411-9636;NA;0;1;1;0;0;1;English;NA;NA;English
